image,width,height,username,x,y,timestamp
d1ef30_d325c0_txt_kB_ZKx43TO,1080,1920,d325c0,463.47293972969055,934.7345924377441,0.2446708381175995
d1ef30_d325c0_txt_kB_ZKx43TO,1080,1920,d325c0,415.903115272522,869.8694229125977,0.23992842435836792
d1ef30_d325c0_txt_kB_ZKx43TO,1080,1920,d325c0,448.8605225086212,952.1878051757812,0.2760451138019562
d1ef30_d325c0_txt_kB_ZKx43TO,1080,1920,d325c0,465.8625304698944,1010.9446334838867,0.2898658215999603
d1ef30_d325c0_txt_kB_ZKx43TO,1080,1920,d325c0,477.71485805511475,1066.3309478759766,0.27753880620002747
d1ef30_d325c0_txt_kB_ZKx43TO,1080,1920,d325c0,493.3845376968384,1091.9464874267578,0.31040841341018677
d1ef30_d325c0_txt_kB_ZKx43TO,1080,1920,d325c0,492.93798208236694,1066.0681915283203,0.299809068441391
c05cd5_152086_txt_cCPnmHZqzR,540,960,152086,255.0683569908142,469.7141361236572,0.2656109035015106
c05cd5_152086_txt_cCPnmHZqzR,540,960,152086,188.53820085525513,415.75432777404785,0.288432776927948
c05cd5_152086_txt_cCPnmHZqzR,540,960,152086,136.4790827035904,414.88675117492676,0.280187726020813
c05cd5_152086_txt_cCPnmHZqzR,540,960,152086,135.8969897031784,467.0068645477295,0.3263905942440033
c05cd5_152086_txt_cCPnmHZqzR,540,960,152086,140.14969646930695,493.088321685791,0.3271796703338623
c05cd5_152086_txt_cCPnmHZqzR,540,960,152086,144.89817202091217,517.5904083251953,0.3200102746486664
c05cd5_152086_txt_cCPnmHZqzR,540,960,152086,145.3167736530304,527.9240226745605,0.342551589012146
c05cd5_152086_txt_cCPnmHZqzR,540,960,152086,145.6378823518753,526.0331726074219,0.33820798993110657
c05cd5_152086_txt_cCPnmHZqzR,540,960,152086,142.2172611951828,529.7342491149902,0.34625443816185
c05cd5_152086_txt_cCPnmHZqzR,540,960,152086,146.08574151992798,535.484561920166,0.3534889221191406
c05cd5_152086_txt_cCPnmHZqzR,540,960,152086,135.91057240962982,512.4131011962891,0.373823344707489
c05cd5_152086_txt_cCPnmHZqzR,540,960,152086,131.21377229690552,518.7520408630371,0.3637418746948242
c05cd5_152086_txt_cCPnmHZqzR,540,960,152086,126.99676036834717,530.7083129882812,0.34456923604011536
c05cd5_152086_txt_cCPnmHZqzR,540,960,152086,127.73228645324707,563.9230728149414,0.354392945766449
c05cd5_152086_txt_cCPnmHZqzR,540,960,152086,120.70672005414963,556.9648361206055,0.36997973918914795
c05cd5_152086_txt_cCPnmHZqzR,540,960,152086,106.0865780711174,575.7377815246582,0.37681299448013306
c05cd5_152086_txt_cCPnmHZqzR,540,960,152086,112.15083807706833,608.2896995544434,0.38347554206848145
c05cd5_152086_txt_cCPnmHZqzR,540,960,152086,113.62342715263367,614.0683937072754,0.3338199257850647
661898_152086_txt_Ej3G66S__g,1080,1920,152086,550.2562308311462,961.0304260253906,0.2994740307331085
661898_152086_txt_Ej3G66S__g,1080,1920,152086,524.9046564102173,903.4939956665039,0.3351379930973053
661898_152086_txt_Ej3G66S__g,1080,1920,152086,521.5387201309204,936.4926338195801,0.3485983610153198
661898_152086_txt_Ej3G66S__g,1080,1920,152086,547.9813528060913,1080.355453491211,0.39757511019706726
661898_152086_txt_Ej3G66S__g,1080,1920,152086,574.1153812408447,1161.9529724121094,0.41163092851638794
661898_152086_txt_Ej3G66S__g,1080,1920,152086,582.3251938819885,1231.1771392822266,0.41030293703079224
661898_152086_txt_Ej3G66S__g,1080,1920,152086,601.4994049072266,1237.8384017944336,0.4447389245033264
661898_152086_txt_Ej3G66S__g,1080,1920,152086,581.9783520698547,1231.139259338379,0.4378838837146759
f7681d_152086_txt_DizcDYWNEp,1186,668,152086,575.8140371441841,335.8347566127777,0.30831825733184814
f7681d_152086_txt_DizcDYWNEp,1186,668,152086,552.1241388320923,294.7035952806473,0.31185182929039
f7681d_152086_txt_DizcDYWNEp,1186,668,152086,502.92715656757355,253.89253389835358,0.28709354996681213
f7681d_152086_txt_DizcDYWNEp,1186,668,152086,564.0883969068527,279.5733531713486,0.32918545603752136
f7681d_152086_txt_DizcDYWNEp,1186,668,152086,630.6073870658875,324.2545999288559,0.34708839654922485
f7681d_152086_txt_DizcDYWNEp,1186,668,152086,681.644034743309,353.043030500412,0.360246866941452
f7681d_152086_txt_DizcDYWNEp,1186,668,152086,722.3146796226501,385.8669023513794,0.3976086974143982
f7681d_152086_txt_DizcDYWNEp,1186,668,152086,736.0093853473663,387.83743119239807,0.3810712993144989
f7681d_152086_txt_DizcDYWNEp,1186,668,152086,748.7346332073212,411.4986684322357,0.40371841192245483
f7681d_152086_txt_DizcDYWNEp,1186,668,152086,749.041644692421,427.86650824546814,0.4227466881275177
f7681d_152086_txt_DizcDYWNEp,1186,668,152086,753.7941372394562,443.2156980037689,0.4421443045139313
f7681d_152086_txt_DizcDYWNEp,1186,668,152086,758.7126125097275,440.51773262023926,0.43503203988075256
f7681d_152086_txt_DizcDYWNEp,1186,668,152086,755.7439393997192,449.46018528938293,0.40666601061820984
f7681d_152086_txt_DizcDYWNEp,1186,668,152086,759.3183646202087,476.20994210243225,0.42058977484703064
f7681d_152086_txt_DizcDYWNEp,1186,668,152086,758.9818042516708,462.87201285362244,0.44275280833244324
f7681d_152086_txt_DizcDYWNEp,1186,668,152086,785.965095281601,476.18597292900085,0.43380242586135864
cb23a7_152086_txt_V3HfpSaPZ9,1080,1920,152086,474.82608675956726,890.1799964904785,0.28242379426956177
cb23a7_152086_txt_V3HfpSaPZ9,1080,1920,152086,348.23217272758484,712.6504898071289,0.30399423837661743
cb23a7_152086_txt_V3HfpSaPZ9,1080,1920,152086,244.71891403198242,610.3944969177246,0.3124929368495941
cb23a7_152086_txt_V3HfpSaPZ9,1080,1920,152086,242.6378631591797,655.140380859375,0.344714492559433
cb23a7_152086_txt_V3HfpSaPZ9,1080,1920,152086,251.5822684764862,696.031494140625,0.3490467965602875
cb23a7_152086_txt_V3HfpSaPZ9,1080,1920,152086,248.27415525913239,713.4614753723145,0.35460129380226135
cb23a7_152086_txt_V3HfpSaPZ9,1080,1920,152086,249.74374294281006,747.3658561706543,0.36043301224708557
cb23a7_152086_txt_V3HfpSaPZ9,1080,1920,152086,243.05825114250183,727.4700164794922,0.3746347427368164
cb23a7_152086_txt_V3HfpSaPZ9,1080,1920,152086,237.03182637691498,741.4264297485352,0.3763655126094818
cb23a7_152086_txt_V3HfpSaPZ9,1080,1920,152086,240.5319321155548,751.0809516906738,0.37667444348335266
cb23a7_152086_txt_V3HfpSaPZ9,1080,1920,152086,222.56194710731506,698.8571548461914,0.39902088046073914
cb23a7_152086_txt_V3HfpSaPZ9,1080,1920,152086,209.21119272708893,675.2053642272949,0.3983972668647766
cb23a7_152086_txt_V3HfpSaPZ9,1080,1920,152086,194.84939575195312,683.2593727111816,0.37459492683410645
cb23a7_152086_txt_V3HfpSaPZ9,1080,1920,152086,191.48960709571838,737.3211479187012,0.3756568431854248
cb23a7_152086_txt_V3HfpSaPZ9,1080,1920,152086,184.132479429245,728.8984680175781,0.396045058965683
cb23a7_152086_txt_V3HfpSaPZ9,1080,1920,152086,148.9469611644745,728.4273147583008,0.4053344130516052
cb23a7_152086_txt_V3HfpSaPZ9,1080,1920,152086,138.0613875389099,771.2286758422852,0.4120115041732788
cb23a7_152086_txt_V3HfpSaPZ9,1080,1920,152086,143.70445489883423,763.6362075805664,0.35741540789604187
b87aea_152086_txt_9TEgn2PtqC,1280,800,152086,590.3009414672852,391.4400815963745,0.25946617126464844
b87aea_152086_txt_9TEgn2PtqC,1280,800,152086,512.2558212280273,351.18134021759033,0.2755836844444275
b87aea_152086_txt_9TEgn2PtqC,1280,800,152086,424.22454833984375,331.87270164489746,0.26724353432655334
b87aea_152086_txt_9TEgn2PtqC,1280,800,152086,420.1979064941406,367.53697395324707,0.31164446473121643
b87aea_152086_txt_9TEgn2PtqC,1280,800,152086,443.20579528808594,394.52531337738037,0.31161409616470337
b87aea_152086_txt_9TEgn2PtqC,1280,800,152086,423.74755859375,404.24976348876953,0.31677961349487305
b87aea_152086_txt_9TEgn2PtqC,1280,800,152086,460.0939178466797,422.58543968200684,0.33254945278167725
b87aea_152086_txt_9TEgn2PtqC,1280,800,152086,417.05577850341797,404.93221282958984,0.3334987759590149
b87aea_152086_txt_9TEgn2PtqC,1280,800,152086,419.9018859863281,401.3938903808594,0.34257200360298157
b87aea_152086_txt_9TEgn2PtqC,1280,800,152086,446.3387680053711,404.8583984375,0.3413415253162384
b87aea_152086_txt_9TEgn2PtqC,1280,800,152086,425.11260986328125,384.51831340789795,0.36493170261383057
b87aea_152086_txt_9TEgn2PtqC,1280,800,152086,420.64369201660156,388.7342929840088,0.3552456796169281
b87aea_152086_txt_9TEgn2PtqC,1280,800,152086,426.83849334716797,398.9656448364258,0.33670565485954285
b87aea_152086_txt_9TEgn2PtqC,1280,800,152086,437.3786926269531,423.2046127319336,0.3435087502002716
b87aea_152086_txt_9TEgn2PtqC,1280,800,152086,445.6614685058594,414.3281936645508,0.3617075979709625
b87aea_152086_txt_9TEgn2PtqC,1280,800,152086,436.2950897216797,431.00223541259766,0.3623347580432892
b87aea_152086_txt_9TEgn2PtqC,1280,800,152086,437.9170227050781,447.7475643157959,0.37802624702453613
b87aea_152086_txt_9TEgn2PtqC,1280,800,152086,443.3098602294922,451.3810157775879,0.3166375458240509
b0c3be_152086_txt_lJMfqNwpYU,1024,675,152086,491.3122863769531,320.93135118484497,0.33023664355278015
b0c3be_152086_txt_lJMfqNwpYU,1024,675,152086,447.63629150390625,299.60394725203514,0.3291681706905365
b0c3be_152086_txt_lJMfqNwpYU,1024,675,152086,380.5626525878906,298.7544648349285,0.3127010762691498
b0c3be_152086_txt_lJMfqNwpYU,1024,675,152086,387.7396545410156,352.8888925909996,0.3679432272911072
b0c3be_152086_txt_lJMfqNwpYU,1024,675,152086,418.2021484375,395.7226976752281,0.3725391924381256
b0c3be_152086_txt_lJMfqNwpYU,1024,675,152086,419.8983154296875,415.43122082948685,0.3740394115447998
b0c3be_152086_txt_lJMfqNwpYU,1024,675,152086,462.7742919921875,441.7448177933693,0.4026361107826233
b0c3be_152086_txt_lJMfqNwpYU,1024,675,152086,431.343994140625,436.9537353515625,0.3979739248752594
b0c3be_152086_txt_lJMfqNwpYU,1024,675,152086,448.7703552246094,437.5563472509384,0.4029386043548584
b0c3be_152086_txt_lJMfqNwpYU,1024,675,152086,472.4583435058594,441.5332317352295,0.41663917899131775
b0c3be_152086_txt_lJMfqNwpYU,1024,675,152086,465.41162109375,431.9856271147728,0.43699851632118225
b0c3be_152086_txt_lJMfqNwpYU,1024,675,152086,462.40130615234375,439.6783232688904,0.4282086193561554
b0c3be_152086_txt_lJMfqNwpYU,1024,675,152086,466.98358154296875,450.60701072216034,0.40423524379730225
b0c3be_152086_txt_lJMfqNwpYU,1024,675,152086,480.6722412109375,473.40511679649353,0.4226181209087372
b0c3be_152086_txt_lJMfqNwpYU,1024,675,152086,479.2470703125,462.26963102817535,0.43583443760871887
b0c3be_152086_txt_lJMfqNwpYU,1024,675,152086,479.1173095703125,489.99665826559067,0.4343656301498413
b0c3be_152086_txt_lJMfqNwpYU,1024,675,152086,506.8890075683594,515.9795790910721,0.46163296699523926
b0c3be_152086_txt_lJMfqNwpYU,1024,675,152086,513.5867919921875,526.0766476392746,0.39187005162239075
2adbfe_152086_txt_TsbeuQcelJ,1200,800,152086,562.669050693512,390.6477689743042,0.32396891713142395
2adbfe_152086_txt_TsbeuQcelJ,1200,800,152086,435.51117181777954,311.7685079574585,0.3358144760131836
2adbfe_152086_txt_TsbeuQcelJ,1200,800,152086,280.0421118736267,257.6777219772339,0.3352055847644806
2adbfe_152086_txt_TsbeuQcelJ,1200,800,152086,246.73109650611877,282.57057666778564,0.37988045811653137
2adbfe_152086_txt_TsbeuQcelJ,1200,800,152086,247.20495343208313,308.75470638275146,0.3768382966518402
2adbfe_152086_txt_TsbeuQcelJ,1200,800,152086,231.69275522232056,330.88879585266113,0.39838582277297974
2adbfe_152086_txt_TsbeuQcelJ,1200,800,152086,240.75615406036377,347.66252040863037,0.39300861954689026
2adbfe_152086_txt_TsbeuQcelJ,1200,800,152086,194.43560242652893,349.6828317642212,0.4203541874885559
2adbfe_152086_txt_TsbeuQcelJ,1200,800,152086,182.74376392364502,344.38812732696533,0.4318416714668274
2adbfe_152086_txt_TsbeuQcelJ,1200,800,152086,209.34104919433594,348.72686862945557,0.4219270646572113
2adbfe_152086_txt_TsbeuQcelJ,1200,800,152086,175.3201961517334,311.65292263031006,0.44838637113571167
2adbfe_152086_txt_TsbeuQcelJ,1200,800,152086,146.68459296226501,306.2217950820923,0.44610700011253357
2adbfe_152086_txt_TsbeuQcelJ,1200,800,152086,104.7835260629654,314.1500949859619,0.4188934564590454
2adbfe_152086_txt_TsbeuQcelJ,1200,800,152086,94.99271214008331,349.68111515045166,0.4180770218372345
2adbfe_152086_txt_TsbeuQcelJ,1200,800,152086,59.37719643115997,351.08866691589355,0.4456992447376251
2adbfe_152086_txt_TsbeuQcelJ,1200,800,152086,-22.51167744398117,358.91261100769043,0.4494358003139496
2adbfe_152086_txt_TsbeuQcelJ,1200,800,152086,-79.54738140106201,387.3263120651245,0.4682306945323944
2adbfe_152086_txt_TsbeuQcelJ,1200,800,152086,-119.54959630966187,393.3420658111572,0.401639848947525
27e29a_25e98b_txt_h80XX5ltBi,1024,850,25e98b,497.8204650878906,405.70020228624344,0.23636531829833984
27e29a_25e98b_txt_h80XX5ltBi,1024,850,25e98b,448.318115234375,351.04464441537857,0.2495328038930893
27e29a_25e98b_txt_h80XX5ltBi,1024,850,25e98b,414.09136962890625,330.30160814523697,0.23905441164970398
27e29a_25e98b_txt_h80XX5ltBi,1024,850,25e98b,427.8636474609375,360.4498490691185,0.27102625370025635
27e29a_25e98b_txt_h80XX5ltBi,1024,850,25e98b,440.6731262207031,378.53685319423676,0.2794024348258972
27e29a_25e98b_txt_h80XX5ltBi,1024,850,25e98b,453.5002136230469,404.07084971666336,0.27732646465301514
27e29a_25e98b_txt_h80XX5ltBi,1024,850,25e98b,464.89141845703125,406.322406232357,0.3001655638217926
27e29a_25e98b_txt_h80XX5ltBi,1024,850,25e98b,451.3377685546875,403.1625211238861,0.2921150326728821
27e29a_25e98b_txt_h80XX5ltBi,1024,850,25e98b,448.65618896484375,400.34003257751465,0.2982124984264374
27e29a_25e98b_txt_h80XX5ltBi,1024,850,25e98b,462.38323974609375,400.2857714891434,0.3077211081981659
27e29a_25e98b_txt_h80XX5ltBi,1024,850,25e98b,454.1396484375,390.38897454738617,0.32487812638282776
27e29a_25e98b_txt_h80XX5ltBi,1024,850,25e98b,457.10821533203125,389.6773487329483,0.319264680147171
27e29a_25e98b_txt_h80XX5ltBi,1024,850,25e98b,466.28631591796875,389.6051272749901,0.2964232265949249
27e29a_25e98b_txt_h80XX5ltBi,1024,850,25e98b,473.8551940917969,406.8074882030487,0.3048071265220642
27e29a_25e98b_txt_h80XX5ltBi,1024,850,25e98b,480.4616394042969,391.49327129125595,0.32009410858154297
27e29a_25e98b_txt_h80XX5ltBi,1024,850,25e98b,485.5445556640625,398.9210620522499,0.3226131498813629
27e29a_25e98b_txt_h80XX5ltBi,1024,850,25e98b,500.7472839355469,415.5974045395851,0.33936455845832825
27e29a_25e98b_txt_h80XX5ltBi,1024,850,25e98b,515.0738525390625,422.1609443426132,0.2820650041103363
c3f5f9_25e98b_txt_doubwXanpb,1080,1920,25e98b,534.7549188137054,1023.3816146850586,0.33838096261024475
c3f5f9_25e98b_txt_doubwXanpb,1080,1920,25e98b,460.185409784317,924.8077011108398,0.4033864438533783
c3f5f9_25e98b_txt_doubwXanpb,1080,1920,25e98b,438.77092123031616,946.1373138427734,0.43432071805000305
c3f5f9_25e98b_txt_doubwXanpb,1080,1920,25e98b,458.92900943756104,1087.9038619995117,0.4882889986038208
c3f5f9_25e98b_txt_doubwXanpb,1080,1920,25e98b,468.57569217681885,1181.3794326782227,0.5095264315605164
c3f5f9_25e98b_txt_doubwXanpb,1080,1920,25e98b,465.34284710884094,1233.2975006103516,0.5118672251701355
13f898_25e98b_txt_cFqWQxTbD-,1080,1920,25e98b,515.9013819694519,975.6678771972656,0.2372635006904602
13f898_25e98b_txt_cFqWQxTbD-,1080,1920,25e98b,374.5732569694519,783.2383918762207,0.29471728205680847
13f898_25e98b_txt_cFqWQxTbD-,1080,1920,25e98b,274.46085691452026,648.1586265563965,0.3229287564754486
13f898_25e98b_txt_cFqWQxTbD-,1080,1920,25e98b,268.450927734375,697.1014595031738,0.34823375940322876
13f898_25e98b_txt_cFqWQxTbD-,1080,1920,25e98b,267.3431485891342,723.3768653869629,0.36054882407188416
13f898_25e98b_txt_cFqWQxTbD-,1080,1920,25e98b,262.9021668434143,745.0660514831543,0.36540383100509644
13f898_25e98b_txt_cFqWQxTbD-,1080,1920,25e98b,244.66107487678528,739.5387840270996,0.36983564496040344
13f898_25e98b_txt_cFqWQxTbD-,1080,1920,25e98b,243.34562838077545,731.4801979064941,0.3850543797016144
13f898_25e98b_txt_cFqWQxTbD-,1080,1920,25e98b,230.18422722816467,732.546443939209,0.38873597979545593
13f898_25e98b_txt_cFqWQxTbD-,1080,1920,25e98b,232.46860027313232,736.494312286377,0.37959733605384827
13f898_25e98b_txt_cFqWQxTbD-,1080,1920,25e98b,204.07746076583862,668.199577331543,0.40660569071769714
13f898_25e98b_txt_cFqWQxTbD-,1080,1920,25e98b,198.72230172157288,621.5909957885742,0.4106253981590271
23b246_25e98b_txt_tdMMTB7zcU,1080,1920,25e98b,534.7397911548615,967.5645446777344,0.4388829469680786
23b246_25e98b_txt_tdMMTB7zcU,1080,1920,25e98b,454.2929935455322,944.9709892272949,0.5026651620864868
23b246_25e98b_txt_tdMMTB7zcU,1080,1920,25e98b,444.34642910957336,1112.365493774414,0.5399525761604309
23b246_25e98b_txt_tdMMTB7zcU,1080,1920,25e98b,464.01190280914307,1344.0624618530273,0.5963175892829895
23b246_25e98b_txt_tdMMTB7zcU,1080,1920,25e98b,474.84440088272095,1465.8682250976562,0.6199216246604919
13a393_f34813_txt_2ukfLoti3s,1080,1920,f34813,530.6530702114105,960.4656600952148,0.28659626841545105
13a393_f34813_txt_2ukfLoti3s,1080,1920,f34813,375.2570915222168,808.3999443054199,0.3345494568347931
13a393_f34813_txt_2ukfLoti3s,1080,1920,f34813,254.71123158931732,764.6804237365723,0.3415434956550598
13a393_f34813_txt_2ukfLoti3s,1080,1920,f34813,236.83331608772278,863.2701873779297,0.39196839928627014
13a393_f34813_txt_2ukfLoti3s,1080,1920,f34813,229.47105467319489,921.9960021972656,0.3977624773979187
13a393_f34813_txt_2ukfLoti3s,1080,1920,f34813,228.46587002277374,965.9494400024414,0.3929601013660431
d9508a_104fea_txt_SmTcjYyCP8,1279,800,104fea,626.6410201191902,399.1764783859253,0.26169416308403015
d9508a_104fea_txt_SmTcjYyCP8,1279,800,104fea,584.1033634245396,355.26626110076904,0.2797147333621979
d9508a_104fea_txt_SmTcjYyCP8,1279,800,104fea,504.83245649933815,321.840500831604,0.25518372654914856
d9508a_104fea_txt_SmTcjYyCP8,1279,800,104fea,517.266849219799,358.6292028427124,0.31460803747177124
d9508a_104fea_txt_SmTcjYyCP8,1279,800,104fea,552.7426140010357,403.19995880126953,0.31888091564178467
d9508a_104fea_txt_SmTcjYyCP8,1279,800,104fea,556.4012143611908,427.37879753112793,0.327584445476532
d9508a_104fea_txt_SmTcjYyCP8,1279,800,104fea,602.4529692232609,453.1346797943115,0.3469637334346771
d9508a_104fea_txt_SmTcjYyCP8,1279,800,104fea,554.9221919178963,441.60919189453125,0.3527788519859314
d9508a_104fea_txt_SmTcjYyCP8,1279,800,104fea,573.15790361166,443.1837558746338,0.3582969009876251
d9508a_104fea_txt_SmTcjYyCP8,1279,800,104fea,608.0441863536835,452.7705669403076,0.36509522795677185
d9508a_104fea_txt_SmTcjYyCP8,1279,800,104fea,597.6280596852303,437.0924949645996,0.38998860120773315
d9508a_104fea_txt_SmTcjYyCP8,1279,800,104fea,605.2022463679314,438.63964080810547,0.3826815187931061
d9508a_104fea_txt_SmTcjYyCP8,1279,800,104fea,613.5253973305225,446.26612663269043,0.3567211925983429
d9508a_104fea_txt_SmTcjYyCP8,1279,800,104fea,632.8958571851254,473.7480163574219,0.36469128727912903
d9508a_104fea_txt_SmTcjYyCP8,1279,800,104fea,650.8684460520744,459.5181465148926,0.39068397879600525
d9508a_104fea_txt_SmTcjYyCP8,1279,800,104fea,659.8826231956482,475.6276607513428,0.38588759303092957
d9508a_104fea_txt_SmTcjYyCP8,1279,800,104fea,688.9277545213699,496.85449600219727,0.4214157164096832
3ae6bb_104fea_txt_rs9o0nt6Dr,1280,800,104fea,622.0230102539062,408.2832336425781,0.29350003600120544
3ae6bb_104fea_txt_rs9o0nt6Dr,1280,800,104fea,518.3036041259766,353.3304452896118,0.3261428475379944
3ae6bb_104fea_txt_rs9o0nt6Dr,1280,800,104fea,505.8360290527344,361.3034725189209,0.35923466086387634
d23a34_104fea_txt_ZaLUvTzndo,1000,800,104fea,504.7597289085388,471.51246070861816,0.3197181522846222
d23a34_104fea_txt_ZaLUvTzndo,1000,800,104fea,494.86953020095825,478.0843257904053,0.331444650888443
d23a34_104fea_txt_ZaLUvTzndo,1000,800,104fea,503.0381679534912,533.353328704834,0.35623791813850403
94d9ed_104fea_txt_apgUYKJMZN,1080,1920,104fea,542.7545857429504,1061.3041305541992,0.31055691838264465
94d9ed_104fea_txt_apgUYKJMZN,1080,1920,104fea,523.8908135890961,1068.9006042480469,0.3287581503391266
94d9ed_104fea_txt_apgUYKJMZN,1080,1920,104fea,506.96441173553467,1141.519775390625,0.33482134342193604
94d9ed_104fea_txt_apgUYKJMZN,1080,1920,104fea,550.8115124702454,1298.6358261108398,0.3928106427192688
94d9ed_104fea_txt_apgUYKJMZN,1080,1920,104fea,582.3526811599731,1410.1154708862305,0.4154857099056244
94d9ed_104fea_txt_apgUYKJMZN,1080,1920,104fea,604.0853977203369,1473.2199096679688,0.4014124870300293
94d9ed_104fea_txt_apgUYKJMZN,1080,1920,104fea,620.5019330978394,1500.0945281982422,0.4425235688686371
94d9ed_104fea_txt_apgUYKJMZN,1080,1920,104fea,611.5288496017456,1466.6995239257812,0.43385016918182373
94d9ed_104fea_txt_apgUYKJMZN,1080,1920,104fea,613.0355000495911,1468.483772277832,0.43597668409347534
27e29a_e1d506_txt_h80XX5ltBi,1024,850,e1d506,497.8204650878906,405.70020228624344,0.23636531829833984
27e29a_e1d506_txt_h80XX5ltBi,1024,850,e1d506,448.318115234375,351.04464441537857,0.2495328038930893
27e29a_e1d506_txt_h80XX5ltBi,1024,850,e1d506,414.09136962890625,330.30160814523697,0.23905441164970398
27e29a_e1d506_txt_h80XX5ltBi,1024,850,e1d506,427.8636474609375,360.4498490691185,0.27102625370025635
27e29a_e1d506_txt_h80XX5ltBi,1024,850,e1d506,440.6731262207031,378.53685319423676,0.2794024348258972
27e29a_e1d506_txt_h80XX5ltBi,1024,850,e1d506,453.5002136230469,404.07084971666336,0.27732646465301514
27e29a_e1d506_txt_h80XX5ltBi,1024,850,e1d506,464.89141845703125,406.322406232357,0.3001655638217926
27e29a_e1d506_txt_h80XX5ltBi,1024,850,e1d506,451.3377685546875,403.1625211238861,0.2921150326728821
27e29a_e1d506_txt_h80XX5ltBi,1024,850,e1d506,448.65618896484375,400.34003257751465,0.2982124984264374
